State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
Bihar,23,Samastipur,2,SUNNY HAZARI,Indian National Congress,391558,977,392535,35.86
Bihar,23,Samastipur,3,SHASHI BHUSHAN DAS,Independent,25953,4,25957,2.37
Bihar,23,Samastipur,4,RAVI RAUSHAN KUMAR,Independent,16151,4,16155,1.48
Bihar,23,Samastipur,5,RAM LAKHAN  MAHTO,Bahujan Samaj Party,12698,34,12732,1.16
Bihar,23,Samastipur,6,PINKU PASWAN,Rashtriya Jansambhavna Party,12426,11,12437,1.14
Bihar,23,Samastipur,7,MUKESH CHAUPAL,Independent,5574,5,5579,0.51
Bihar,23,Samastipur,8,JIBACHH KUMAR HAJARI,Independent,4686,8,4694,0.43
Bihar,23,Samastipur,9,RATAN BIHARI,Desh Janhit Party,3411,8,3419,0.31
Bihar,23,Samastipur,10,VIDYA NAND RAM,Wazib Adhikar Party,3110,2,3112,0.28
Bihar,23,Samastipur,11,AMRITA KUMARI,Independent,2849,3,2852,0.26
Bihar,23,Samastipur,12,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,2665,1,2666,0.24
Bihar,23,Samastipur,13,NOTA,None of the Above,32645,23,32668,2.98
Bihar,24,Begusarai,1,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15
Bihar,24,Begusarai,2,ABDHESH KUMAR ROY,Communist Party of India,564310,3541,567851,43.86
Bihar,24,Begusarai,3,INDRAJEET KUMAR ROY,Independent,12947,6,12953,1
Bihar,24,Begusarai,4,RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party,10846,26,10872,0.84
Bihar,24,Begusarai,5,ADV CHANDAN KUMAR DAS,Bahujan Samaj Party,8362,91,8453,0.65
Bihar,24,Begusarai,6,RAM BADAN RAI,Karpoori Janta Dal,6599,45,6644,0.51
Bihar,24,Begusarai,7,MD SHAHNAWAZ HASSAN,Independent,6144,8,6152,0.48
Bihar,24,Begusarai,8,ARUN KUMAR,Independent,4030,15,4045,0.31
Bihar,24,Begusarai,9,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,3329,21,3350,0.26
Bihar,24,Begusarai,10,RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST),2633,7,2640,0.2
Bihar,24,Begusarai,11,NOTA,None of the Above,22283,99,22382,1.73
Bihar,25,Khagaria,1,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73
Bihar,25,Khagaria,2,SANJAY KUMAR,Communist Party of India  (Marxist),375988,1538,377526,35.55
Bihar,25,Khagaria,3,RUPAM DEVI,Independent,27370,25,27395,2.58
Bihar,25,Khagaria,4,SONU KUMAR,Independent,24478,5,24483,2.31
Bihar,25,Khagaria,5,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular,19487,8,19495,1.84
Bihar,25,Khagaria,6,DR RAVI KUMAR,Bahujan Samaj Party,13894,159,14053,1.32
Bihar,25,Khagaria,7,AJAY KUMAR,Rashtriya Jansambhavna Party,8256,54,8310,0.78
Bihar,25,Khagaria,8,PRIYADARSHEE DINKAR,Independent,7892,12,7904,0.74
Bihar,25,Khagaria,9,DINANATH CHANDRAVANSHI,Independent,6142,20,6162,0.58
Bihar,25,Khagaria,10,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2806,43,2849,0.27
Bihar,25,Khagaria,11,ASIF IMAM,Aadarsh Mithila Party,2434,9,2443,0.23
Bihar,25,Khagaria,12,KANCHAN MALA,Hindustan People's Party (Democratic),1478,28,1506,0.14
Bihar,25,Khagaria,13,NOTA,None of the Above,31056,55,31111,2.93
Bihar,26,Bhagalpur,1,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38
Bihar,26,Bhagalpur,2,AJEET SHARMA,Indian National Congress,430025,1138,431163,40.52
Bihar,26,Bhagalpur,3,POONAM SINGH,Bahujan Samaj Party,12547,99,12646,1.19
Bihar,26,Bhagalpur,4,HARERAM YADAV,Independent,12255,3,12258,1.15
Bihar,26,Bhagalpur,5,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party,7654,16,7670,0.72
Bihar,26,Bhagalpur,6,CHHOTE LAL KUMAR,Independent,6677,6,6683,0.63
Bihar,26,Bhagalpur,7,RAMESH TUDU,Independent,6629,5,6634,0.62
Bihar,26,Bhagalpur,8,UMESH PRASAD YADAV,Peoples Party of India (Democratic),5105,21,5126,0.48
Bihar,26,Bhagalpur,9,DEEPAK KUMAR,Socialist Unity Centre Of India (COMMUNIST),3758,5,3763,0.35
Bihar,26,Bhagalpur,10,MUKESH KUMAR,Akhil Bhartiya Parivar Party,3670,11,3681,0.35
Bihar,26,Bhagalpur,11,DAYARAM MANDAL,Lok Sewa Dal,3509,10,3519,0.33
Bihar,26,Bhagalpur,12,OM PRAKASH PODDAR,Independent,3091,13,3104,0.29
Bihar,26,Bhagalpur,13,NOTA,None of the Above,31771,32,31803,2.99
Bihar,27,Banka,1,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96
Bihar,27,Banka,2,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,401567,1267,402834,39.72
Bihar,27,Banka,3,NARESH YADAV,Independent,14936,3,14939,1.47
Bihar,27,Banka,4,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party,12254,23,12277,1.21
Bihar,27,Banka,5,AMRIT TANTI,Bhartiya Dalit Party,9615,55,9670,0.95
Bihar,27,Banka,6,NARESH KUMAR PRIYADARSHI,Independent,8103,22,8125,0.8
Bihar,27,Banka,7,GANESH KUMAR KUSHAWAHA,Samata Party,7627,18,7645,0.75
Bihar,27,Banka,8,UTTAM KUMAR SINGH,Aam Janta Party Rashtriya,6874,37,6911,0.68
Bihar,27,Banka,9,KAVINDRA PANDIT,Socialist Unity Centre Of India (COMMUNIST),5226,20,5246,0.52
Bihar,27,Banka,10,UMAKANT YADAV,Independent,4932,9,4941,0.49
Bihar,27,Banka,11,NOTA,None of the Above,34808,81,34889,3.44
Bihar,28,Munger,1,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3
Bihar,28,Munger,2,KUMARI ANITA,Rashtriya Janata Dal,467412,1864,469276,41.2
Bihar,28,Munger,3,SHANKAR PRASAD BIND,Independent,21016,7,21023,1.85
Bihar,28,Munger,4,PRIYADARSHI PIYUSH,Independent,15718,13,15731,1.38
Bihar,28,Munger,5,A. K. SINGH ‘ASHOK’,Independent,13809,16,13825,1.21
Bihar,28,Munger,6,KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party,12143,137,12280,1.08
Bihar,28,Munger,7,KULDIP YADAV,Hindustan People's Party (Democratic),9455,31,9486,0.83
Bihar,28,Munger,8,NEETISH KUMAR,Independent,7470,37,7507,0.66
Bihar,28,Munger,9,PRAVAL KUMAR,Independent,5366,9,5375,0.47
Bihar,28,Munger,10,RAVINDRA MANDAL,Socialist Unity Centre Of India (COMMUNIST),4893,20,4913,0.43
Bihar,28,Munger,11,ADITYA SINGH MADHUKAR,Independent,4124,16,4140,0.36
Bihar,28,Munger,12,PANKAJ KUMAR,Independent,3410,18,3428,0.3
Bihar,28,Munger,13,NOTA,None of the Above,21920,31,21951,1.93
Bihar,29,Nalanda,1,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88
Bihar,29,Nalanda,2,DR. SANDEEP SAURAV,Communist Party of India  (Marxist-Leninist)  (Liberation),388052,2256,390308,34.11
Bihar,29,Nalanda,3,SUDHIR KUMAR,Sanyukt Kisan Vikas Party,25286,5,25291,2.21
Bihar,29,Nalanda,4,SURENDRA PRASAD,Al-Hind Party,18571,5,18576,1.62
Bihar,29,Nalanda,5,SHASHI KUMAR,Samaj Shakti Party,18472,8,18480,1.61
Bihar,29,Nalanda,6,PRAMOD KUMAR NIRALA,Bahujan Samaj Party,15233,99,15332,1.34
Bihar,29,Nalanda,7,AJEET KUMAR,Independent,14746,4,14750,1.29
Bihar,29,Nalanda,8,VINAY PRATAP SINGH,Rashtriya Sanatan Party,9593,9,9602,0.84
Bihar,29,Nalanda,9,SANJAY RAJESH,Karpoori Janta Dal,7878,9,7887,0.69
Bihar,29,Nalanda,10,SUDHIR DAS,Independent,6804,2,6806,0.59
Bihar,29,Nalanda,11,KANHAIYA LAL YADAV,Jagrook Janta Party,6665,27,6692,0.58
Bihar,29,Nalanda,12,SANYUKTA KUMARI,Independent,6232,6,6238,0.55
Bihar,29,Nalanda,13,AJIT KUMAR,Independent,5515,5,5520,0.48
Bihar,29,Nalanda,14,SHYAM SUNDAR PRASAD,Independent,3922,10,3932,0.34
Bihar,29,Nalanda,15,RAMESH KUMAR,Naki Bharatiya Ekta Party,3840,5,3845,0.34
Bihar,29,Nalanda,16,KISLAY KUMAR,Independent,3599,3,3602,0.31
Bihar,29,Nalanda,17,KESHO JAMADAR,Peoples Party of India (Democratic),3369,18,3387,0.3
Bihar,29,Nalanda,18,SURENDER SINGH,Independent,3341,4,3345,0.29
Bihar,29,Nalanda,19,DILIP KUMAR,Moolniwasi Samaj Party,2724,5,2729,0.24
Bihar,29,Nalanda,20,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,2456,12,2468,0.22
Bihar,29,Nalanda,21,NISHA RANJAN,Samata Party,2397,18,2415,0.21
Bihar,29,Nalanda,22,SHASHIRANJAN SUMAN,Independent,2331,9,2340,0.2
Bihar,29,Nalanda,23,GHANSHYAM PRASAD SINGH,Independent,2108,2,2110,0.18
Bihar,29,Nalanda,24,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,1971,9,1980,0.17
Bihar,29,Nalanda,25,MUNNA KUMAR,Sankhyanupati Bhagidari Party,1937,12,1949,0.17
Bihar,29,Nalanda,26,MUNNA KUMAR,Samajwadi Lok Parishad,1867,13,1880,0.16
Bihar,29,Nalanda,27,PAWAN KUMAR,Independent,1595,2,1597,0.14
Bihar,29,Nalanda,28,PUJA DEVI,Independent,1491,14,1505,0.13
Bihar,29,Nalanda,29,CHANDRA KISHOR PRASAD YADAV,Independent,1177,1,1178,0.1
Bihar,29,Nalanda,30,NOTA,None of the Above,19110,107,19217,1.68
Bihar,30,Patna Sahib,1,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7
Bihar,30,Patna Sahib,2,ANSHUL AVIJIT,Indian National Congress,433818,606,434424,40.39
Bihar,30,Patna Sahib,3,RAKESH SHARMA,Independent,9942,1,9943,0.92
Bihar,30,Patna Sahib,4,NEERAJ KUMAR,Bahujan Samaj Party,5912,16,5928,0.55
Bihar,30,Patna Sahib,5,AWADHESH PRASAD,Independent,4973,1,4974,0.46
Bihar,30,Patna Sahib,6,ENG UMESH RAJAK,Peoples Party of India (Democratic),4664,8,4672,0.43
Bihar,30,Patna Sahib,7,SANJAY KUMAR URF SANJAY BALMIKI,Independent,4643,-,4643,0.43
Bihar,30,Patna Sahib,8,DHARMVIR KUMAR BHASKAR,Independent,2415,1,2416,0.22
Bihar,30,Patna Sahib,9,AMIT KUMAR ALBELA,Independent,2050,3,2053,0.19
Bihar,30,Patna Sahib,10,MAHESH KUMAR,Samata Party,2003,-,2003,0.19
Bihar,30,Patna Sahib,11,DHANJAY KUMAR,Rashtriya Jansambhavna Party,1969,2,1971,0.18
Bihar,30,Patna Sahib,12,GULAB PRASAD,Loktantrik Samajwadi Party,1923,2,1925,0.18
Bihar,30,Patna Sahib,13,SUMIT RANJAN SINHA,Akhand Bharat Janpriya Party,1715,1,1716,0.16
Bihar,30,Patna Sahib,14,MAHBOOB ALAM ANSARI,Bharatiya Momin Front,1635,3,1638,0.15
Bihar,30,Patna Sahib,15,DR RAKESH DUTTA MISHRA,Bharatiya Jan Kranti Dal (Democratic),1238,2,1240,0.12
Bihar,30,Patna Sahib,16,SAROJ KUMAR SUMAN,Socialist Unity Centre Of India (COMMUNIST),1078,-,1078,0.1
Bihar,30,Patna Sahib,17,SHAHID ALAM,Jantantra Awaj Party,1040,3,1043,0.1
Bihar,30,Patna Sahib,18,NOTA,None of the Above,5532,27,5559,0.52
Bihar,31,Patliputra,1,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86
Bihar,31,Patliputra,2,RAM KRIPAL YADAV,Bharatiya Janata Party,526608,1501,528109,42.93
Bihar,31,Patliputra,3,DR S P SHARMA,Hindustan Vikas Dal,15139,1,15140,1.23
Bihar,31,Patliputra,4,HARIKESHWAR RAM,Bahujan Samaj Party,10931,34,10965,0.89
Bihar,31,Patliputra,5,VINDU DEVI,Rashtriya Jansambhavna Party,10741,3,10744,0.87
Bihar,31,Patliputra,6,SHIV KUMAR SINGH,Apna Kisan Party,9011,5,9016,0.73
Bihar,31,Patliputra,7,SANJAY KUMAR SINGH,Bhartiya Sarthak Party,4753,-,4753,0.39
Bihar,31,Patliputra,8,MD FAROOQUE RAZA,All India Majlis-E-Ittehadul Muslimeen,4010,13,4023,0.33
Bihar,31,Patliputra,9,RAM NIRANJAN ROY,Rashtrawadi Chetna Party,3914,1,3915,0.32
Bihar,31,Patliputra,10,MRITUNJAY KUMAR,Bhagidari Party(P),3483,-,3483,0.28
Bihar,31,Patliputra,11,DURGESH NANDAN SINGH,Independent,3104,2,3106,0.25
Bihar,31,Patliputra,12,NAGESHWAR PRASAD,Peoples Party of India (Democratic),2048,3,2051,0.17
Bihar,31,Patliputra,13,SUBHASH KUMAR,Bhartiya Lok Chetna Party,1979,-,1979,0.16
Bihar,31,Patliputra,14,NITESH KUMAR PATEL,Adarsh Jankalyan Dal,1816,1,1817,0.15
Bihar,31,Patliputra,15,RANJAN KUMAR,Independent,1807,2,1809,0.15
Bihar,31,Patliputra,16,NIRAJ KUMAR,Independent,1767,4,1771,0.14
Bihar,31,Patliputra,17,KUNAL KUMAR,Hamara Sahara Party,1607,7,1614,0.13
Bihar,31,Patliputra,18,KHUSHBOO KUMARI,Akhil Bhartiya Parivar Party,1479,4,1483,0.12
Bihar,31,Patliputra,19,ANIL DAS,Bhartiya Dalit Party,1465,4,1469,0.12
Bihar,31,Patliputra,20,ANIL KUMAR CHAND,Socialist Unity Centre Of India (COMMUNIST),1421,3,1424,0.12
Bihar,31,Patliputra,21,MADHURI KUMARI,All India Forward Bloc,1301,1,1302,0.11
Bihar,31,Patliputra,22,JAWAHAR SINGH,Bhartiya Manavta Party,1235,2,1237,0.1
Bihar,31,Patliputra,23,NOTA,None of the Above,5573,33,5606,0.46
Bihar,32,Arrah,1,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28
Bihar,32,Arrah,2,R. K. SINGH,Bharatiya Janata Party,464736,4838,469574,42.82
Bihar,32,Arrah,3,VIRENDRA KUMAR SINGH,Independent,23630,5,23635,2.16
Bihar,32,Arrah,4,SHIV DAS SINGH,Independent,13373,6,13379,1.22
Bihar,32,Arrah,5,LAL BADSAH SINGH,Bahujan Samaj Party,10631,195,10826,0.99
Bihar,32,Arrah,6,KRISHNA PASWAN,Bhartiya Kranti Vir Party,8709,40,8749,0.8
Bihar,32,Arrah,7,RANDHIR LAL,Independent,5765,1,5766,0.53
Bihar,32,Arrah,8,NAVNIT KUMAR,Independent,4764,9,4773,0.44
Bihar,32,Arrah,9,RAM SARE SINGH,Peoples Party of India (Democratic),2531,10,2541,0.23
Bihar,32,Arrah,10,DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),2449,18,2467,0.22
Bihar,32,Arrah,11,RAMJEE SINGH,Voters Party  International,2435,5,2440,0.22
Bihar,32,Arrah,12,ASHOK TIWARY,Independent,2263,32,2295,0.21
Bihar,32,Arrah,13,MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),2055,42,2097,0.19
Bihar,32,Arrah,14,SUMITRA DEVI,Jagrook Janta Party,1640,34,1674,0.15
Bihar,32,Arrah,15,NOTA,None of the Above,16864,99,16963,1.55
Bihar,33,Buxar,1,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82
Bihar,33,Buxar,2,MITHILESH TIWARI,Bharatiya Janata Party,405795,2459,408254,38.02
Bihar,33,Buxar,3,ANIL KUMAR,Bahujan Samaj Party,114312,402,114714,10.68
Bihar,33,Buxar,4,ANAND MISHRA S/O- PARAM HANS MISHRA,Independent,46527,882,47409,4.42
Bihar,33,Buxar,5,DADAN YADAV,Independent,15653,183,15836,1.47
Bihar,33,Buxar,6,SUDHAKAR MISHRA,Independent,12742,7,12749,1.19
Bihar,33,Buxar,7,SUNIL KUMAR DUBY,Independent,7757,2,7759,0.72
Bihar,33,Buxar,8,RAM SWAROOP CHAUHAN,Independent,5506,10,5516,0.51
Bihar,33,Buxar,9,RAJU SINGH,Bahujan Mukti Party,4322,17,4339,0.4
Bihar,33,Buxar,10,AANAND MISRA S/O MADAN KUMAR MISRA,Independent,2697,137,2834,0.26
Bihar,33,Buxar,11,BHAGWAN SINGH YADAV,Independent,2045,8,2053,0.19
Bihar,33,Buxar,12,NIRANJAN KUMAR RAY,Independent,1667,2,1669,0.16
Bihar,33,Buxar,13,HEM LATA,Jagrook Janta Party,1554,16,1570,0.15
Bihar,33,Buxar,14,AKHILESH KUMAR PANDEY,Independent,1089,6,1095,0.1
Bihar,33,Buxar,15,NOTA,None of the Above,9572,45,9617,0.9
Bihar,34,Sasaram,1,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76
Bihar,34,Sasaram,2,SHIVESH KUMAR,Bharatiya Janata Party,492177,1670,493847,45.01
Bihar,34,Sasaram,3,SANTOSH KUMAR,Bahujan Samaj Party,45491,107,45598,4.16
Bihar,34,Sasaram,4,SHIV SHANKAR RAM,Independent,8009,10,8019,0.73
Bihar,34,Sasaram,5,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party,4817,5,4822,0.44
Bihar,34,Sasaram,6,BANARSI DAS,Peoples Party of India (Democratic),4498,-,4498,0.41
Bihar,34,Sasaram,7,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,2823,11,2834,0.26
Bihar,34,Sasaram,8,PUNAM DEVI,Jantantra Awaj Party,2634,20,2654,0.24
Bihar,34,Sasaram,9,UJARAN MUSAHAR,Jan Janwadi Party,2616,4,2620,0.24
Bihar,34,Sasaram,10,NANDLAL RAM,Rashtriya Samaj Paksha,1956,4,1960,0.18
Bihar,34,Sasaram,11,NOTA,None of the Above,17160,59,17219,1.57
Bihar,35,Karakat,1,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89
Bihar,35,Karakat,2,PAWAN SINGH,Independent,273546,1177,274723,26.63
Bihar,35,Karakat,3,UPENDRA KUSHWAHA,Rashtriya Lok Morcha,253088,788,253876,24.61
Bihar,35,Karakat,4,DHEERAJ KUMAR SINGH,Bahujan Samaj Party,23549,108,23657,2.29
Bihar,35,Karakat,5,RAJA RAM SINGH,Independent,21357,26,21383,2.07
Bihar,35,Karakat,6,PRIYANKA PRASAD CHOUDHARY,All India Majlis-E-Ittehadul Muslimeen,10983,23,11006,1.07
Bihar,35,Karakat,7,AJEET KUMAR SINGH,Peoples Party of India (Democratic),9634,19,9653,0.94
Bihar,35,Karakat,8,VIKASH VINAYAK,Jan Janwadi Party,7661,3,7664,0.74
Bihar,35,Karakat,9,INDRA RAJ ROUSHAN,Independent,6315,9,6324,0.61
Bihar,35,Karakat,10,PRADEEP KUMAR JOSHI,Rashtra Sewa Dal,5891,28,5919,0.57
Bihar,35,Karakat,11,AVADHESH PASAWAN,Bharatiya Aam Awam Party,5527,58,5585,0.54
Bihar,35,Karakat,12,RAJESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari),5003,3,5006,0.49
Bihar,35,Karakat,13,PRAYAG PASWAN,Socialist Unity Centre Of India (COMMUNIST),4641,5,4646,0.45
Bihar,35,Karakat,14,NOTA,None of the Above,21548,47,21595,2.09
Bihar,36,Jahanabad,1,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88
Bihar,36,Jahanabad,2,CHANDESHWAR PRASAD,Janata Dal  (United),299044,1400,300444,32.47
Bihar,36,Jahanabad,3,ARUN KUMAR,Bahujan Samaj Party,85696,684,86380,9.33
Bihar,36,Jahanabad,4,MINTA DEVI,Independent,16112,11,16123,1.74
Bihar,36,Jahanabad,5,MUNILAL YADAV,Independent,13021,8,13029,1.41
Bihar,36,Jahanabad,6,ASHUTOSH KUMAR,Rashtriya Jan Jan Party,12954,259,13213,1.43
Bihar,36,Jahanabad,7,DEEPAK KUMAR,Jagrook Janta Party,8944,26,8970,0.97
Bihar,36,Jahanabad,8,BUDDHADEV SAV,Independent,5765,8,5773,0.62
Bihar,36,Jahanabad,9,NARESH KUMAR,Independent,5709,3,5712,0.62
Bihar,36,Jahanabad,10,CHANDESHWAR PRASAD,Independent,5356,22,5378,0.58
Bihar,36,Jahanabad,11,PIYUSH SINGH,Shoshit Samaj Dal,4611,7,4618,0.5
Bihar,36,Jahanabad,12,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,3230,13,3243,0.35
Bihar,36,Jahanabad,13,KAPIL CHAUHAN,Jan Janwadi Party,2954,10,2964,0.32
Bihar,36,Jahanabad,14,ASHUTOSH VINAY KUMAR,Rashtriya Garib Dal,2895,14,2909,0.31
Bihar,36,Jahanabad,15,UMA SHANKAR VERMA,Socialist Unity Centre Of India (COMMUNIST),2509,15,2524,0.27
Bihar,36,Jahanabad,16,NOTA,None of the Above,10960,95,11055,1.19
Bihar,37,Aurangabad,1,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22
Bihar,37,Aurangabad,2,SUSHIL KUMAR SINGH,Bharatiya Janata Party,384819,1637,386456,40.86
Bihar,37,Aurangabad,3,SUNESH KUMAR,Bahujan Samaj Party,20232,77,20309,2.15
Bihar,37,Aurangabad,4,PRATIBHA RANI,Peoples Party of India (Democratic),12265,43,12308,1.3
Bihar,37,Aurangabad,5,RAJ BALLABH SINGH,Independent,11150,9,11159,1.18
Bihar,37,Aurangabad,6,RAMJIT SINGH,Rashtriya Jansambhavna Party,9237,6,9243,0.98
Bihar,37,Aurangabad,7,SURESH PRASAD VERMA,Independent,6704,7,6711,0.71
Bihar,37,Aurangabad,8,MOHAMMAD WALIULLAH KHAN,Independent,6591,13,6604,0.7
Bihar,37,Aurangabad,9,SHAILESH RAHI,Akhil Hind Forward Bloc (Krantikari),4892,4,4896,0.52
Bihar,37,Aurangabad,10,NOTA,None of the Above,22566,61,22627,2.39
Bihar,38,Gaya,1,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36
Bihar,38,Gaya,2,KUMAR SARVJEET,Rashtriya Janata Dal,390469,2679,393148,40.8
Bihar,38,Gaya,3,SUSHMA KUMARI,Bahujan Samaj Party,12234,142,12376,1.28
Bihar,38,Gaya,4,DEVENDRA PRATAP,Independent,9209,2,9211,0.96
Bihar,38,Gaya,5,DHEERENDRA PRASAD,Loktantrik Samajwadi Party,5616,13,5629,0.58
Bihar,38,Gaya,6,GIRIDHAR SAPERA,The National Road Map Party of India,4708,19,4727,0.49
Bihar,38,Gaya,7,RANU KUMAR CHAUDHARY,Independent,4495,10,4505,0.47
Bihar,38,Gaya,8,RANJAN KUMAR,Independent,4233,1,4234,0.44
Bihar,38,Gaya,9,AYUSH KUMAR,Independent,4098,5,4103,0.43
Bihar,38,Gaya,10,SURENDRA MANJHI,Rashtriya Jansambhavna Party,3023,12,3035,0.31
Bihar,38,Gaya,11,AMRESH KUMAR,Independent,2800,21,2821,0.29
Bihar,38,Gaya,12,ASHOK KUMAR PASWAN,Independent,2692,9,2701,0.28
Bihar,38,Gaya,13,ARUN KUMAR,Independent,2531,23,2554,0.27
Bihar,38,Gaya,14,SHEO SHANKAR,Bhartiya Lok Chetna Party,2370,14,2384,0.25
Bihar,38,Gaya,15,NOTA,None of the Above,17177,111,17288,1.79
Bihar,39,Nawada,1,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2
Bihar,39,Nawada,2,SHRAWAN KUMAR,Rashtriya Janata Dal,340562,2376,342938,39.42
Bihar,39,Nawada,3,BINOD YADAV,Independent,39391,128,39519,4.54
Bihar,39,Nawada,4,GUNJAN KUMAR,Independent,29444,238,29682,3.41
Bihar,39,Nawada,5,RANJIT KUMAR,Bahujan Samaj Party,16240,76,16316,1.88
Bihar,39,Nawada,6,ANAND KUMAR VERMA,Bharat Jan Jagran Dal,7727,9,7736,0.89
Bihar,39,Nawada,7,GAUTAM KUMAR BABLOO,Bhagidari Party(P),5886,3,5889,0.68
Bihar,39,Nawada,8,GANAURI PANDIT,Peoples Party of India (Democratic),4558,32,4590,0.53
Bihar,39,Nawada,9,NOTA,None of the Above,12555,37,12592,1.45
Bihar,40,Jamui,1,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98
Bihar,40,Jamui,2,ARCHANA KUMARI,Rashtriya Janata Dal,395696,868,396564,40.5
Bihar,40,Jamui,3,SUBHASH PASWAN,Independent,13841,34,13875,1.42
Bihar,40,Jamui,4,SAKALDEO DAS,Bahujan Samaj Party,12313,53,12366,1.26
Bihar,40,Jamui,5,SRAWON KUMAR,Rashtriya Jansambhavna Party,8604,21,8625,0.88
Bihar,40,Jamui,6,JAGDISH PRASAD,Loktantrik Samajik Nyay Party,6532,10,6542,0.67
Bihar,40,Jamui,7,SANTOSH KUMAR DAS,Socialist Unity Centre Of India (COMMUNIST),6025,8,6033,0.62
Bihar,40,Jamui,8,NOTA,None of the Above,26148,34,26182,2.67
Goa,1,North Goa,1,SHRIPAD YESSO NAIK,Bharatiya Janata Party,253812,3514,257326,56.43
Goa,1,North Goa,2,RAMAKANT KHALAP,Indian National Congress,140191,1120,141311,30.99
Goa,1,North Goa,3,TUKARAM BHARAT PARAB,Revolutionary Goans Party,45460,233,45693,10.02
Goa,1,North Goa,4,MILAN R VAINGANKAR,Bahujan Samaj Party,1600,25,1625,0.36
Goa,1,North Goa,5,MR SAKHARAM NAIK,Akhil Bhartiya Parivar Party,1404,13,1417,0.31
Goa,1,North Goa,6,SHAKEEL JAMAL SHAIKH,Independent,800,7,807,0.18
Goa,1,North Goa,7,THOMAS AUGUSTINE FERNANDES,Independent,746,13,759,0.17
Goa,1,North Goa,8,ADV VISHAL NAIK,Independent,744,8,752,0.16
Goa,1,North Goa,9,NOTA,None of the Above,6297,31,6328,1.39
Goa,2,South Goa,1,CAPTAIN  VIRIATO FERNANDES,Indian National Congress,216022,1814,217836,48.35
Goa,2,South Goa,2,PALLAVI SHRINIVAS DEMPO,Bharatiya Janata Party,201806,2495,204301,45.35
Goa,2,South Goa,3,RUBERT PEREIRA,Revolutionary Goans Party,18718,167,18885,4.19
Goa,2,South Goa,4,DR SWETA GAONKAR,Bahujan Samaj Party,1545,36,1581,0.35
Goa,2,South Goa,5,DEEPKUMAR D MAPARI,Independent,1309,8,1317,0.29
Goa,2,South Goa,6,DR KALIDAS VAINGANKAR,Independent,707,13,720,0.16
Goa,2,South Goa,7,ALEXY FERNANDES,Independent,526,16,542,0.12
Goa,2,South Goa,8,HARISHCHANDRA SUDHAKAR NAIK,Corruption Abolition Party,487,14,501,0.11
Goa,2,South Goa,9,NOTA,None of the Above,4804,33,4837,1.07
Gujarat,1,Kachchh,1,CHAVDA VINOD LAKHAMSHI,Bharatiya Janata Party,656979,2595,659574,60.23
Gujarat,1,Kachchh,2,NITESH PARBATBHAI LALAN (MATANG),Indian National Congress,389384,1408,390792,35.68
Gujarat,1,Kachchh,3,VIJAY BHACHRA,Bahujan Samaj Party,6075,36,6111,0.56
Gujarat,1,Kachchh,4,VANAZARA HIRABEN DALPATBHAI,Independent,5145,6,5151,0.47
